,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
108,Wiwerna,0.0937037037,0.1074074074,0.0887573964,0.1031158933,0.2504280822,0.2716139202,0.4274814815,0.5265925926,0.3884444444,0.7222222222,1.3855464578,1.5657777778,3.8077037037,5.9309319457,0.0906666667,0.1111851852,0.1748148148,0.1774814815,0.1497120921,0.2451851852,0.3657158995,0.37956621,0.6688888889,0.729037037,1.2894473797,1.4670810147,3.1991594983,5.0661725781,0.0477037037,0.0437028208,0.1401481481,0.1506666667,0.2828888889,0.3153333333,0.3950651511,0.5162222222,0.6875555556,0.6967455621,1.7394814815,2.0778460638,2.9606666667,7.2091851852,0.0471111111,0.0511111111,0.1121693122,0.1140088357,0.2533711852,0.3774814815,0.4208148148,0.4520740741,0.7202962963,0.742088032,1.3065925926,1.4865185185,3.9437777778,5.5997037037,0.0715555556,0.074962963,0.131037037,0.1519259259,0.1924444444,0.1975293159,0.4244444444,0.8262962963,0.4350949205,0.7265993266,1.6714814815,1.9408888889,2.5096296296,3.3128747795,0.0627407407,0.0711851852,0.1284444444,0.1911851852,0.2450765864,0.2922222222,0.3636491524,0.409510291,0.775037037,0.9097777778,1.0913580247,1.1860740741,3.3147691223,5.174746336,0.0537777778,0.0577777778,0.1185185185,0.1722222222,0.1344537815,0.1529246846,0.466,0.5771111111,0.7607407407,0.8294074074,0.8555788335,1.3628148148,2.8837777778,4.8757777778,0.078,0.0807407407,0.1058518519,0.1383703704,0.2074074074,0.2144444444,0.4362962963,0.4977691021,0.8697037037,1.1088888889,1,1.1736296296,3.148962963,4.3933333333,0.0417037037,0.0711851852,0.2785185185,0.3200105353,0.3019259259,0.2461139896,0.3225925926,0.3444232742,0.3932592593,0.4684444444,1.3907407407,1.7162222222,2.5711054566,3.1359649123,0.017037037,0.0502243354,0.1162222222,0.1331111111,0.2518518519,0.2682962963,0.454962963,0.5618655693,0.5694074074,0.7372592593,1.0475555556,4.1587018393,11.3509683514,17.9322605643,25.2562624127
109,Wiwerna królewska,0.0809617918,0.0932147563,0.0785830111,0.0927980633,0.2176204352,0.2237985813,0.3700922266,0.4575757576,0.3474967062,0.4769475358,1.1749788673,1.2982195846,3.3630434783,5.2262982373,0.0792490119,0.0902137674,0.1509881423,0.1534914361,0.1325854156,0.1578595956,0.2999942086,0.3337725077,0.5831357049,0.6314888011,1.1035072712,1.2225969646,2.6335135135,4.4500129166,0.0420289855,0.0394171046,0.124571805,0.1287966167,0.2521080369,0.2810935441,0.350316514,0.3938147912,0.560700241,0.573900329,1.5023056654,1.7817930861,2.4798418972,5.6818181818,0.041370224,0.0436100132,0.0991642759,0.1011847042,0.2144015374,0.2751646904,0.3664031621,0.3932147563,0.6299077734,0.6293059126,1.0733337618,1.3162714098,3.0548568691,4.939657444,0.0627799736,0.0665349144,0.1165349144,0.1355072464,0.1711462451,0.1711491443,0.3720685112,0.6253623188,0.396391343,0.4690080848,1.4552700922,1.6476284585,2.0943314582,2.9462325115,0.0544137022,0.0621870883,0.1115942029,0.1393687416,0.215952182,0.2232767537,0.2794594595,0.3183975279,0.6772068511,0.7387351779,0.9370646314,0.9969257795,2.7688140384,4.5058124516,0.0470355731,0.0486466259,0.1034914361,0.1243948771,0.1190402381,0.1338389471,0.4050724638,0.4993412385,0.6521048955,0.7108425991,0.7560917344,0.8133243152,2.5190382082,4.0258468768,0.0682476943,0.0704216074,0.0928194993,0.1214097497,0.170685112,0.1864953887,0.3795125165,0.4204451772,0.753030303,0.9670619236,0.8520575612,1,2.7182476943,3.5619482313,0.0347397676,0.0445048253,0.2432806324,0.2048990261,0.2685111989,0.2231487463,0.2876152833,0.2948742079,0.3504611331,0.4166007905,1.0629896185,1.2419753086,2.2647805947,2.7565417111,0.0148221344,0.0454297656,0.1009222661,0.1151515152,0.2178524374,0.2272727273,0.3052439343,0.4797151691,0.5066534914,0.6552700922,0.6282450675,3.474403336,9.6576543661,15.1884169884,21.3637348941
110,Hydra,0.0258252427,0.0341747573,0.0355582524,0.080631068,0.0803608224,0.0832466181,0.135,0.2073786408,0.2413106796,0.2904126214,0.4355806249,0.4832919083,1.1689219088,1.8298963698,0.031092233,0.0348300971,0.0483495146,0.0507281553,0.0878398058,0.1410679612,0.1136563103,0.1177199504,0.184684466,0.2012621359,0.4083663086,0.4447852761,0.9728046005,1.5539638437,0.0133495146,0.022815534,0.0442718447,0.0459166191,0.0778398058,0.0898896016,0.1798543689,0.2261407767,0.2215776699,0.221720096,0.5565776699,0.7539563107,0.9672815534,2.5144174757,0.0148543689,0.0171359223,0.0442475728,0.0640776699,0.0810773983,0.1129854369,0.1309223301,0.1463592233,0.2457038835,0.245620372,0.3997319163,0.4667718447,1.1584756541,1.6583148817,0.0198300971,0.0237135922,0.0362621359,0.041868932,0.0611650485,0.0631401712,0.1532038835,0.2238834951,0.2784951456,0.3134708738,0.5223543689,0.5925970874,0.7660825325,0.9804781292,0.0175485437,0.0229126214,0.0411893204,0.0570551853,0.1100970874,0.118131068,0.163131068,0.1973543689,0.2659708738,0.2860194175,0.347273666,0.3587717318,1.0116831981,1.5707004305,0.0167475728,0.0189320388,0.0405825243,0.060631068,0.0538834951,0.0764320388,0.1309466019,0.1794174757,0.2462003164,0.258749766,0.4830097087,0.5086407767,1.0192718447,1.6,0.0217961165,0.0262135922,0.039684466,0.0700485437,0.0628883495,0.0652427184,0.1373058252,0.1568851486,0.2673058252,0.4975728155,0.3175648656,0.3678840608,1,1.3629156422,0.0141747573,0.02229262,0.0885436893,0.1201456311,0.0879126214,0.1236407767,0.1025485437,0.1061187627,0.1088592233,0.1516504854,0.4253398058,0.5144417476,0.7779165455,0.9526036795,0.0049271845,0.0291262136,0.0405339806,0.0424271845,0.0753640777,0.0829626067,0.190315534,0.1949362269,0.1765533981,0.2257281553,0.3963592233,1.199350709,3.3878471733,5.2341795732,7.9635783329
111,Hydra chaosu,0.0202495363,0.0234530433,0.0194510482,0.0226656812,0.0544186047,0.0636083543,0.0923621649,0.1315629742,0.0868150396,0.1517450683,0.3124849458,0.3673410892,0.8819086157,1.3967849753,0.0199291856,0.0264542236,0.0377170798,0.0384252234,0.0330718677,0.0697521497,0.086797701,0.0896981959,0.1440903726,0.1567863767,0.3045017704,0.3398911679,0.754272975,1.1870012817,0.010419828,0.0095341278,0.0302647108,0.0351036925,0.0606474456,0.067980068,0.0881834215,0.1146518294,0.1564997471,0.1677626033,0.3908952959,0.5506659922,0.6973866127,1.5737481032,0.0102512224,0.0116337886,0.024440482,0.0249500998,0.0573263749,0.0870848086,0.0916540212,0.0982296409,0.1576968471,0.1650997478,0.305327938,0.3524532119,0.8922947226,1.2727027483,0.0156803237,0.0165064913,0.0282751644,0.0327432136,0.0420301216,0.0442589782,0.0979430113,0.1792446468,0.0970373846,0.1732637495,0.3694655201,0.4543247344,0.5819254763,0.7540746688,0.0138088012,0.0157309054,0.0278367897,0.043651998,0.0540349297,0.0661271286,0.0801550388,0.0899748944,0.1711178553,0.2166245153,0.2364539549,0.2737481032,0.7740554778,1.2003468495,0.0118529759,0.0131512393,0.0262013151,0.0464508515,0.0295972006,0.03348261,0.1034564154,0.1272635306,0.1731579835,0.2004720958,0.1863765513,0.2953464846,0.6530770528,1.2609340752,0.0170460293,0.017636149,0.0228629236,0.029910639,0.0480020233,0.0499072669,0.0950767156,0.1088248743,0.1856853819,0.353144495,0.2276176024,0.2807452369,0.7337211263,1,0.0097285449,0.0169111448,0.063024785,0.0708702753,0.0651997977,0.0532541062,0.0703254089,0.0814533805,0.085179565,0.1017029169,0.3095430787,0.3943517113,0.6042605217,0.725253855,0.0038947901,0.0109961,0.0258809644,0.0288821447,0.0543584556,0.0596020907,0.1039116506,0.1278912924,0.1230146687,0.1600573259,0.2318833249,0.9186191625,2.6595230909,3.9821029083,6.4650895822
112,Nimfa,2.1981818182,2.52,2.2909090909,2.7794561934,5.8695652174,6.7267267267,9.8581818182,11.8909090909,10.2509090909,17.7272727273,32.9272419628,38.4181818182,93.2490909091,154.507042254,2.1127272727,2.8054545455,4.1072727273,4.2018181818,3.8870431894,7.2218181818,9.1843971631,9.4326241135,15.3909090909,16.8909090909,30.9246575342,35.7394366197,78.202247191,127.411242604,1.0945454546,1.116751269,3.3072727273,3.7054545455,6.6181818182,7.4502712477,9.8786828423,14.2181818182,16.0727272727,17.6618181818,38.0272727273,51.6363636364,70.98,190.058181818,1.0690909091,1.2545454546,2.8648648649,2.9339853301,6.1871750433,9.3072727273,9.8454545455,10.5927272727,16.5181818182,18.5454545455,32.1654545455,37.1672727273,96.2218181818,142.3,1.6618181818,1.7363636364,3.0945454546,3.6072727273,4.5080500895,4.7727272727,9.4548551959,19.04,11.4285714286,19.6181818182,39.8418181818,46.0163636364,61.155234657,75.9870550162,1.4290909091,1.6509090909,3.0454545455,4.6654545455,6.1090909091,8.6745454546,9.0226876091,10.1584507042,17.8381818182,22.6327272727,26.4897260274,28.7862318841,81.0689655172,127.5,1.2545454546,1.4181818182,2.7781818182,4.3836363636,3.4782608696,3.9279869067,11.1090909091,13.8963636364,18.7872727273,20.3581818182,21.8275862069,38.6981818182,60.0054545455,98.688,1.7781818182,1.84,2.6563636364,3.4818181818,5.0618181818,5.2636363636,10.16,12.0812182741,19.9218181818,21.2,23.9786856128,28.7854545455,70.5479452055,102.790294627,1,1.7581818182,6.7963636364,9.1109090909,7.0145454546,6.1788617886,7.6872727273,8.6509090909,9.2618181818,10.9127272727,30.3454545455,41.6109090909,63.0651872399,74.6777777778,0.3690909091,1.2886597938,2.7290909091,3.1309090909,5.9654545455,6.5254545455,13.8818181818,14.2024965326,13.2927272727,17.26,29.2854545455,99.239736442,272.786377709,347.20211827,444.698251551
113,Rusałka,1.3673684211,1.5736842105,1.6073684211,2.1063157895,3.6753926702,4.2424242424,6.1463157895,8.0273684211,7.4336842105,9.4494736842,19.518555667,23.2105263158,71.7336842105,113.163157895,1.3284210526,1.5252631579,2.5505263158,2.612631579,2.7578947368,3.6631578947,5.0145208132,7.28,9.5915789474,10.5115789474,18.0059820538,22.4368421053,60.4989473684,93.7778947368,0.6947368421,0.7936842105,2.0515789474,2.2873684211,4.0947368421,4.6073684211,6.9747368421,7.7389473684,9.1987513007,14.0978947368,24.2705263158,28.4,39.7473684211,144.571578947,0.6726315789,0.7178947368,2.0084210526,2.0425531915,3.6690647482,4.5894736842,6.1463157895,6.5905263158,10.3684210526,10.4170212766,21.0947368421,29.7852631579,69.1326315789,99.7021052632,1.0452631579,1.0947368421,1.9210526316,2.2252631579,2.8094736842,2.8225806452,6.06,10.7147368421,8.28125,9.6167557932,23.4778947368,31.3421052632,37.4463157895,57.1547368421,0.9031578947,1.0389473684,1.8842105263,3.0368421053,4.1557894737,4.2968421053,6.2578947368,6.9452631579,11.2610526316,12.0852631579,15.4545454545,22.1084210526,62.5642105263,93.52,0.7894736842,0.8116545265,1.7357894737,2.2021052632,2.4494736842,2.7210526316,6.9242105263,8.62,10.9442105263,15.6431578947,15.4284210526,16.2084210526,37.4442105263,64.9263157895,1.1189473684,1.16,1.8242105263,2.4221052632,3.3684210526,3.9410526316,6.3557894737,7.0763131814,12.4126315789,13.2547368421,14.0478668054,22.4694736842,44.8578947368,59.1326021934,0.5687693899,1,3.9863157895,3.9901477833,4.392631579,4.2242105263,4.7652631579,4.9473684211,5.752631579,6.8010526316,16.9269776876,23.2968421053,48.3105263158,56.3369656329,0.24,0.9431578947,1.7221052632,1.9463157895,3.6947368421,3.8578947368,7.8515789474,8.1593625498,8.2884210526,10.7631578947,19.1052631579,68.5814360771,187.070063694,243.578947368,315.506202481
114,Żywiołak powietrza,0.3342696629,0.3814606742,0.3077674646,0.3549382716,0.8963227783,0.9653092006,1.5120786517,1.9095505618,1.404494382,2.5806179775,4.9566989302,5.561440678,13.4485530547,21.1520848397,0.3213483146,0.3876404494,0.6247191011,0.6348314607,0.5204626335,0.9297752809,1.2937062937,1.3437736802,2.3412921348,2.5584269663,4.631956912,5.2131484335,11.3197026022,18.0075266569,0.1693820225,0.1533457249,0.4983146067,0.5330151154,1.0137640449,1.1259907078,1.4278557114,2.1011235955,2.423245614,2.4907456372,6.2643258427,7.9775280899,10.5087078652,25.0176966292,0.1671348315,0.1834269663,0.3905674282,0.3963011889,0.9017428644,1.3587078652,1.5151685393,1.6261235955,2.5915730337,2.6966292135,4.691011236,5.2311797753,13.983004386,19.9859550562,0.2533707865,0.2688202247,0.4662921348,0.5412921348,0.6907894737,0.7078651685,1.558988764,2.1399289423,1.5912929255,2.3314606742,5.9719101124,6.8581460674,8.8528873792,10.8277611252,0.2213483146,0.2536516854,0.4542134831,0.6766853933,0.8628659476,1.0823033708,1.2912087912,1.4574387472,2.8435393258,3.2390449438,3.9504596527,4.2037037037,11.7432567433,18.2868525896,0.1904494382,0.2038149987,0.4199438202,0.6056179775,0.4664723032,0.5287508262,1.7235955056,2.1233146067,2.8152412281,3.0136239782,3.0923302394,4.7752808989,9.8252808989,15.9297520661,0.2792134831,0.2907303371,0.372752809,0.4898876404,0.7412921348,0.7606741573,1.5744382023,1.7832167832,3.0151685393,3.1764044944,3.5904255319,4.1104792851,11.2938596491,15.8667736758,0.1471375067,0.2508581991,1,1.0978088999,1.077247191,0.8671839343,1.1654494382,1.256684492,1.3441011236,1.5654494382,3.4096016343,6.181741573,9.0849150849,10.9874121301,0.0609550562,0.1747030049,0.4098314607,0.4733146067,0.8960674157,0.9570041609,1.6036184211,2.1409157433,2.0325842697,2.6665730337,3.7176966292,14.6666666667,39.7369212267,60.9796930708,78.5856672979
115,Żywiołak burzy,0.2411522634,0.2798353909,0.3450617284,0.483744856,0.8417695473,1.1925925926,1.1790123457,1.512345679,1.5174897119,1.6397119342,4.404526749,6.6975308642,16.0390946502,29.6255144033,0.2697530864,0.3691358025,0.4273662551,0.5211934156,0.5940329218,0.8109053498,1.29218107,1.8775720165,1.487654321,1.9308641975,4.0413580247,6.3958847737,13.5018518519,25.1430041152,0.1041152263,0.1613168724,0.4372427984,0.6641975309,0.7057613169,0.9627572016,1.2111111111,1.3991769547,1.9211934156,2.8833333333,4.55,6.2452674897,8.2240740741,19.2417695473,0.1131687243,0.1442386831,0.4395061728,0.4593301435,0.8100823045,1.2098765432,1.1530864198,1.3765432099,1.9674897119,2.1783235451,5.6158436214,7.5574074074,16.2685185185,28.2730452675,0.1590534979,0.1858024691,0.3047325103,0.4294238683,0.524691358,0.6247520825,1.2419753086,2.5374485597,1.7207792208,2.1144424848,5.3676954733,8.3395061728,10.5,15.1580246914,0.1329218107,0.1728395062,0.387654321,0.7956790123,0.7452674897,0.7997942387,1.00116189,1.2576131687,2.1366255144,3.0216049383,3.4617283951,5.0676954733,13.9378600823,25.6827160494,0.1327160494,0.1664609054,0.3576131687,0.4802469136,0.5232510288,0.6279835391,1.1446502058,1.6720164609,2.4563786008,3.6411522634,3.508436214,3.8598765432,8.4174897119,19.5524691358,0.1699588477,0.1938271605,0.4269547325,0.5777777778,0.9218106996,1.0664609054,1.1925925926,1.6022633745,2.4018518519,2.9874485597,3.1248971193,4.8804526749,8.3232323232,14.1102880658,0.1097585312,0.250617284,0.9109053498,1,0.887037037,1.0456790124,1.0335390947,1.2572016461,1.0946502058,1.4238683128,3.1669829222,6.9602880658,12.6888888889,15.3847736626,0.0240886462,0.1868312757,0.3069958848,0.4063786008,0.7559670782,0.920781893,1.8203703704,1.6688396349,1.6201646091,2.0580246914,2.4673735726,20.7459207459,56.4281893004,86.0012345679,110.924310636
116,Żywiołak wody,0.3095238095,0.360727729,0.3547297297,0.6898412698,0.8565153734,0.8770555991,1.395859473,1.9365079365,2.0015873016,2.7565079365,4.5702207609,5.0323508267,12.2027716995,19.5543672014,0.3146633103,0.3539369069,0.579047619,0.5945945946,0.7974603175,1.1866666667,1.1905309124,1.2199036918,2.1536507937,2.3370197905,4.2877492878,4.7088842496,10.2719797596,16.4810562572,0.1577777778,0.2146031746,0.4737295435,0.4908424908,0.9250793651,1.0388300555,1.8095238095,2.1920634921,2.2402432843,2.2391252674,6.0961596613,8.1773682695,9.8152059134,25.1114285714,0.1587301587,0.1731601732,0.4438860972,0.5906965297,0.8396048918,1.2334801762,1.4046717172,1.5223596575,2.5041269841,2.4974495001,4.252610135,5.0755287009,12.7972905168,18.4421980301,0.2342857143,0.2559470039,0.4301587302,0.4987301587,0.6499871034,0.6606543624,1.6483516484,1.9233603537,2.5642576353,2.9257049892,5.494997367,6.1741835148,8.0056710775,9.8489932886,0.206031746,0.241171404,0.4346598927,0.6233630173,1.0666666667,1.1548143487,1.6412698413,1.8942857143,2.7498412698,2.9228243021,3.6728395062,3.7905534351,10.6187895212,16.7808350972,0.1803968731,0.1923076923,0.4116529449,0.5514805759,0.5360134003,0.685127034,1.5885714286,1.990521327,2.5927796011,2.7134445535,4.6342857143,4.9457142857,9.4500896593,14.5061147695,0.2587301587,0.2788104089,0.4117460317,0.6622222222,0.6740389679,0.6917049446,1.4572333685,1.6410020685,2.7743142145,2.9702398151,3.3120706575,3.7242394504,11.3749309774,15.3374709077,0.1425609124,0.227653966,0.9282920469,1.127348643,1,1.1771995043,1.1323809524,1.1602073562,1.2847619048,1.5793650794,3.2867270579,5.5857856746,8.2522686025,9.9985123475,0.0568253968,0.2736507937,0.4010695187,0.4479456287,0.8416458853,0.8921644686,1.6927083333,2.0137659784,1.8761726079,2.4828571429,3.8526984127,13.4045320737,37.1981424149,55.0335758254,71.0763544578
117,Żywiołak lodu,0.2352631579,0.2728998576,0.3164239076,0.4842105263,0.9236842105,1.0999263442,1.1254425898,1.5473684211,1.3921052632,1.7002947178,5.6565789474,6.1734210526,14.8689473684,27.4339473684,0.3057894737,0.4289473684,0.4194736842,0.5071584567,0.5864661654,0.8802631579,1.4655263158,1.7102631579,1.4507894737,1.8579361407,5.2573684211,5.8763157895,12.4827056111,23.1610526316,0.1026598227,0.1482146867,0.48,0.6192105263,0.6823684211,0.9219064668,1.116333725,1.421107628,2.6531578947,2.6494736842,4.4259055982,9.3652631579,11.5576315789,17.6470588235,0.1104972376,0.2047368421,0.403348554,0.4432951607,1.0447368421,1.482631579,1.1023036909,1.405,2.0131578947,2.9788269652,5.177631579,7.5986842105,15.1013157895,26.0376315789,0.1564945227,0.1826385905,0.3,0.4160526316,0.5125076266,0.8164852255,1.3277511962,2.3371052632,1.7165991903,2.1745264006,6.8305263158,7.7178947368,9.71,13.7863157895,0.1308203991,0.169286578,0.395480226,0.7478947368,0.6926406926,0.8041191937,0.9263572836,1.2271373884,2.1973684211,3.4865789474,4.5031578947,4.6515789474,12.915,23.595,0.128921358,0.2307894737,0.3763157895,0.6310526316,0.4812030075,0.5811138015,1.1218421053,1.623580575,3.1834210526,3.3471052632,3.3315789474,3.8089473684,9.5692105263,18.1457894737,0.1678947368,0.1909206619,0.3913157895,0.5357894737,0.8484210526,0.9723684211,1.1407315561,2.0373684211,2.2955893732,2.9736842105,4.0631578947,4.4813157895,8.0879466039,18.7778947368,0.1618421053,0.2367306255,1.1531578947,0.9563164109,0.8494736842,1,1.0894736842,1.4415789474,1.0444736842,1.5473684211,4.0856793146,6.4857894737,11.5523373984,14.0108401084,0.0242013553,0.1730503,0.3158633599,0.4434210526,0.7347368421,1.1347368421,1.6163157895,2.3692734845,1.5503875969,1.966007103,2.2153057488,18.9545014521,52.9507211538,77.6663376111,100.260681587
118,Żywiołak ognia,0.2823188406,0.3223997757,0.2893226177,0.5333333333,0.7645393161,0.8115942029,1.2973913044,1.7466666667,1.3513513514,2.4011594203,4.2656729505,4.6822742475,11.265993266,17.5660528423,0.2794857462,0.3241719521,0.5257971014,0.5327555442,0.6030927835,0.9753623188,1.0925964986,1.1423663303,2.0133333333,2.1909959072,3.9991142604,4.406338181,9.5137668424,14.9895579534,0.1443478261,0.1457919152,0.425257732,0.4456762749,0.8582608696,0.9628417855,1.3252731923,1.9063638912,2.1062663808,2.1064400716,5.4208120463,7.6529237402,9.1239263804,21.613832853,0.1423284942,0.1589825119,0.3641777371,0.4347826087,0.7811816193,1.1428985507,1.3055072464,1.4171014493,2.2863768116,2.3439295289,3.9733523674,4.0821736249,11.8024062934,16.7333019755,0.2150724638,0.2265458422,0.3924637681,0.4547826087,0.5801104972,0.6013745704,1.3990420973,1.8205068589,1.820914752,2.5023191095,5.1214723926,5.7536231884,7.4674895305,9.1308574762,0.1886956522,0.2153294027,0.3892821031,0.5662621937,0.7868852459,1.011855528,1.0838574424,1.5204216074,2.5107246377,2.7265764616,3.4301552106,3.5429208473,9.834762602,15.2946334619,0.1615508885,0.1760324983,0.3633314701,0.5021023992,0.4364628325,0.4893964111,1.4617391304,1.8016085791,2.4371143806,2.5396096441,3.6695652174,4.2084057971,8.5252089512,13.1485823918,0.2373913043,0.2455661664,0.3417412531,0.452173913,0.6162734714,0.6419257773,1.3493033488,1.5461238631,2.5811594203,2.7523427042,3.0998851894,3.4768666972,9.7514792899,14.2196116039,0.1300851466,0.2098519991,0.8580380815,0.9675492733,0.8830950378,0.9178743961,1,1.0580819451,1.2142028986,1.4698550725,3.0714022819,5.2232606438,7.649730821,9.2308748798,0.0527536232,0.1696832579,0.3548895899,0.4040122597,0.7546115148,0.8186995729,1.5901060071,1.8550724638,1.7391304348,2.288115942,3.2835820896,12.3971128277,32.9835288246,51.9725194874,66.857457814
119,Żywiołak energii,0.2714893617,0.310212766,0.2472042378,0.2815177479,0.719852338,0.7781830815,1.2631914894,1.5989361702,1.1223404255,1.5762925599,4.0156830376,4.5655319149,10.9287234043,16.7865340474,0.2623404255,0.3044680851,0.5040425532,0.5104255319,0.4192045862,0.4800580131,1.025133584,1.0910582445,1.9576595745,2.1355319149,3.7492215072,4.29357022,9.2360189574,14.4078287053,0.1393617021,0.1221091582,0.4036170213,0.4276595745,0.8176595745,0.9161702128,1.1448081944,1.3044312296,1.9334042553,2.0542553192,5.2608510638,6.2487234043,8.3308510638,19.7721276596,0.1370212766,0.1438297872,0.3128689492,0.3173343911,0.7251675807,1.0438297872,1.24,1.3306382979,2.1614893617,2.1625441696,3.8808510638,3.9808510638,11.4210638298,16.0368085106,0.2063829787,0.2178723404,0.3776595745,0.4376595745,0.5557446809,0.5557515879,1.2693617021,1.7359574468,1.2748045701,1.5118397086,4.8289361702,5.574893617,7.2531914894,8.8587059046,0.1810638298,0.2065957447,0.3685106383,0.5436170213,0.6975295827,0.7302029447,1.0383611167,1.1833470057,2.364893617,2.5846808511,3.2168850073,3.4517021277,9.535591158,14.73888795,0.1557446809,0.1609574907,0.3421276596,0.4319148936,0.3734681968,0.4245533345,1.3995744681,1.7289361702,2.2587234043,2.4559574468,2.5244267198,3.7127659575,8.114893617,12.7490698636,0.2274468085,0.2355319149,0.2976595745,0.3885106383,0.5906382979,0.6108510638,1.2970212766,1.4556574924,2.5089361702,2.6380851064,2.9034042553,3.3912765957,9.4234042553,12.2769612917,0.1155947877,0.2021276596,0.7957446809,0.7954173486,0.8619148936,0.6936838262,0.945106383,1,1.1561702128,1.3908510638,2.7094155844,5.090212766,7.4285247509,8.9720998532,0.0508510638,0.140291807,0.3331914894,0.3823404255,0.7234042553,0.7636170213,1.2482978723,1.6682958618,1.6970212766,2.2310638298,2.9404255319,12.0100594983,31.4341776668,51.965653897,66.9426048565
120,Żywiołak ziemi,0.2376708259,0.2791939791,0.3551296505,0.5772727273,0.6440366972,0.6704579467,1.0885518591,1.4923857868,1.8554545455,2.2529288075,3.5063063063,3.8567493113,9.3255295429,14.6755852843,0.2388344877,0.2692682927,0.4378787879,0.453362256,0.6501806057,0.9910179641,0.896969697,0.9381061541,1.656969697,1.8304080237,3.2920160408,3.625,7.8606001936,12.4645441389,0.1233183857,0.2,0.3579175705,0.3702339289,0.7153075823,0.8072100313,1.6020236088,1.7736045905,1.7215189873,1.7189781022,5.116751269,6.2873588665,7.5111111111,20.069574525,0.1253446979,0.1316366828,0.4345449576,0.4809619238,0.6342156689,0.9315589354,1.0982230997,1.172733936,1.9177738782,1.9209039548,3.2649071359,3.5841737781,9.7365909525,13.9100684262,0.1824242424,0.1990632319,0.3266666667,0.3832335329,0.499801666,0.5008745429,1.2548044314,1.4804310834,2.12,2.4079446552,4.2161616162,4.7337042925,6.1521699655,7.5389308075,0.1607629428,0.1883408072,0.3289895322,0.4711005542,0.8903020668,0.9186483104,1.315856452,1.446477814,2.1091184643,2.237117721,2.8199052133,2.9155963303,8.1068965517,12.698019802,0.1414093802,0.1462043112,0.312049928,0.4188157623,0.5172413793,0.6124011227,1.2228101117,1.5227736234,1.9941747573,1.9953093992,3.802943827,4.0556492412,7.2672948747,11.0755970551,0.2027272727,0.2166064982,0.3818181818,0.5712121212,0.5133346701,0.5327783559,1.1388487724,1.2614840989,2.1591460456,2.2788738639,2.5428517612,2.8533834587,9.1861761427,11.7399049881,0.107970161,0.1738334858,0.7439916405,0.9135338346,0.7783543365,0.957420005,0.8235855813,0.8649245491,1,1.2155792607,2.5287878788,4.2890641654,6.317032509,7.6314295447,0.043554007,0.2472727273,0.305914344,0.3400562852,0.6385998108,0.6744868035,1.5326172387,1.5183867141,1.4602092967,1.9350811486,3.1633986928,10.2518456464,27.8594013491,43.5492084579,56.241529353
